destination,year,month,crowd_risk_level,crowd_score_0_100,crowd_ratio,social_media_sentiment,trending,is_off_season,event_note,recommendation_action,model_used
Dambulla,2029,6,MEDIUM,48.6,0.486,0.686,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,6,HIGH,74.3,0.743,0.755,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,6,MEDIUM,42.1,0.421,0.552,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,6,LOW,5.7,0.057,0.444,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,6,LOW,39.3,0.393,0.474,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,6,MEDIUM,60.3,0.603,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,6,MEDIUM,57.4,0.574,0.659,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,6,LOW,35.0,0.35,0.447,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,7,MEDIUM,59.1,0.591,0.547,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,7,MEDIUM,61.4,0.614,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,7,MEDIUM,49.7,0.497,0.639,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,7,HIGH,99.4,0.994,0.841,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,7,MEDIUM,56.9,0.569,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,7,LOW,39.9,0.399,0.391,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,7,MEDIUM,46.0,0.46,0.548,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,7,MEDIUM,47.0,0.47,0.478,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,7,HIGH,98.5,0.985,0.879,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,7,HIGH,98.4,0.984,0.881,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,7,HIGH,70.3,0.703,0.573,0,0,Esala season pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,7,MEDIUM,59.0,0.59,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,7,MEDIUM,51.1,0.511,0.606,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,7,HIGH,90.2,0.902,0.775,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,7,MEDIUM,55.9,0.559,0.566,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,7,LOW,5.3,0.053,0.369,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,7,MEDIUM,50.3,0.503,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,7,HIGH,84.0,0.84,0.95,1,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,7,MEDIUM,62.5,0.625,0.661,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,7,MEDIUM,45.6,0.456,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,8,MEDIUM,60.1,0.601,0.657,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,8,HIGH,73.5,0.735,0.644,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,8,MEDIUM,58.7,0.587,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,8,HIGH,100.0,1.0,0.926,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,8,MEDIUM,59.0,0.59,0.759,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,8,MEDIUM,43.7,0.437,0.416,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,8,MEDIUM,48.8,0.488,0.708,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,8,MEDIUM,46.5,0.465,0.556,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,8,HIGH,92.9,0.929,0.805,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,8,HIGH,90.5,0.905,0.857,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,8,HIGH,76.6,0.766,0.57,0,0,Esala season pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,8,MEDIUM,65.1,0.651,0.687,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,8,MEDIUM,53.7,0.537,0.715,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,8,HIGH,91.9,0.919,0.848,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,8,MEDIUM,58.0,0.58,0.55,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,8,LOW,7.1,0.071,0.462,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,8,MEDIUM,58.4,0.584,0.573,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,8,HIGH,74.5,0.745,0.713,0,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,8,MEDIUM,62.6,0.626,0.691,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,8,MEDIUM,51.7,0.517,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,9,MEDIUM,46.8,0.468,0.419,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,9,MEDIUM,46.8,0.468,0.622,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,9,MEDIUM,41.3,0.413,0.431,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,9,MEDIUM,55.5,0.555,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,9,MEDIUM,45.9,0.459,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,9,LOW,36.8,0.368,0.424,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,9,MEDIUM,42.5,0.425,0.462,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,9,LOW,37.5,0.375,0.361,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,9,HIGH,82.7,0.827,0.873,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,9,HIGH,71.3,0.713,0.714,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,9,LOW,35.5,0.355,0.535,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,9,LOW,35.3,0.353,0.428,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,9,LOW,39.1,0.391,0.537,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,9,HIGH,86.5,0.865,0.789,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,9,MEDIUM,42.8,0.428,0.433,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,9,LOW,6.4,0.064,0.395,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,9,MEDIUM,40.3,0.403,0.404,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,9,MEDIUM,50.4,0.504,0.664,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,9,MEDIUM,64.2,0.642,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,9,MEDIUM,44.0,0.44,0.437,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,10,MEDIUM,45.0,0.45,0.49,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,10,MEDIUM,47.2,0.472,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,10,MEDIUM,54.2,0.542,0.68,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,10,MEDIUM,52.5,0.525,0.797,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,10,MEDIUM,43.5,0.435,0.418,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,10,MEDIUM,45.6,0.456,0.617,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,10,MEDIUM,47.5,0.475,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,10,MEDIUM,51.2,0.512,0.616,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,10,MEDIUM,59.8,0.598,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,10,MEDIUM,45.5,0.455,0.488,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,10,LOW,33.7,0.337,0.359,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,10,LOW,31.5,0.315,0.558,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,10,MEDIUM,41.4,0.414,0.427,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,10,LOW,23.5,0.235,0.47,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,10,MEDIUM,46.2,0.462,0.771,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,10,LOW,8.9,0.089,0.402,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,10,MEDIUM,42.2,0.422,0.406,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,10,MEDIUM,42.6,0.426,0.558,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,10,MEDIUM,58.4,0.584,0.663,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,10,MEDIUM,50.6,0.506,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,11,MEDIUM,67.0,0.67,0.618,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,11,MEDIUM,58.9,0.589,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,11,HIGH,75.5,0.755,0.761,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,11,MEDIUM,56.9,0.569,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,11,MEDIUM,53.1,0.531,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,11,HIGH,79.2,0.792,0.85,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,11,HIGH,79.3,0.793,0.89,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,11,HIGH,74.8,0.748,0.689,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,11,LOW,22.9,0.229,0.459,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,11,LOW,28.4,0.284,0.401,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,11,MEDIUM,45.1,0.451,0.626,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,11,LOW,39.5,0.395,0.527,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,11,MEDIUM,49.4,0.494,0.653,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,11,MEDIUM,44.9,0.449,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,11,MEDIUM,52.5,0.525,0.78,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,11,LOW,16.4,0.164,0.463,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,11,MEDIUM,50.0,0.5,0.745,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,11,LOW,39.5,0.395,0.467,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,11,HIGH,71.9,0.719,0.661,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,11,MEDIUM,62.8,0.628,0.662,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,12,HIGH,74.8,0.748,0.588,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,12,HIGH,89.5,0.895,0.778,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,12,HIGH,100.0,1.0,0.729,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,12,MEDIUM,67.4,0.674,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,12,HIGH,72.6,0.726,0.646,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,12,HIGH,90.5,0.905,0.933,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,12,HIGH,84.6,0.846,0.688,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,12,HIGH,90.3,0.903,0.79,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,12,LOW,14.9,0.149,0.493,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,12,LOW,25.1,0.251,0.416,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,12,MEDIUM,46.9,0.469,0.702,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,12,MEDIUM,49.0,0.49,0.644,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,12,MEDIUM,65.6,0.656,0.586,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,12,MEDIUM,61.8,0.618,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,12,MEDIUM,61.4,0.614,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,12,HIGH,99.5,0.995,0.841,1,0,Pilgrimage season opens (Unduvap Poya),redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,12,MEDIUM,58.2,0.582,0.737,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,12,MEDIUM,47.2,0.472,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,12,HIGH,82.9,0.829,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,12,HIGH,83.7,0.837,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,1,MEDIUM,67.1,0.671,0.593,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,1,HIGH,78.2,0.782,0.662,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,1,HIGH,91.1,0.911,0.735,0,0,Galle Literary Festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,1,MEDIUM,50.7,0.507,0.585,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,1,MEDIUM,59.7,0.597,0.703,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,1,HIGH,97.0,0.97,0.909,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,1,HIGH,91.1,0.911,0.768,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,1,HIGH,96.1,0.961,0.852,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,1,LOW,16.3,0.163,0.439,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,1,LOW,26.7,0.267,0.367,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,1,MEDIUM,42.2,0.422,0.565,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,1,LOW,31.6,0.316,0.484,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,1,MEDIUM,54.3,0.543,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,1,MEDIUM,60.6,0.606,0.598,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,1,MEDIUM,59.4,0.594,0.6,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,1,HIGH,100.0,1.0,0.817,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,1,MEDIUM,65.3,0.653,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,1,LOW,37.2,0.372,0.495,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,1,HIGH,74.2,0.742,0.591,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,1,HIGH,82.1,0.821,0.865,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,2,MEDIUM,64.2,0.642,0.683,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,2,HIGH,84.1,0.841,0.854,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,2,HIGH,86.7,0.867,0.712,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,2,MEDIUM,44.3,0.443,0.453,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,2,MEDIUM,58.2,0.582,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,2,HIGH,98.5,0.985,0.72,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,2,HIGH,96.8,0.968,0.747,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,2,HIGH,88.3,0.883,0.823,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,2,LOW,19.7,0.197,0.427,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,2,LOW,36.2,0.362,0.415,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,2,LOW,36.1,0.361,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,2,LOW,29.5,0.295,0.536,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,2,MEDIUM,50.1,0.501,0.602,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,2,MEDIUM,67.7,0.677,0.638,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,2,MEDIUM,57.4,0.574,0.614,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,2,HIGH,97.7,0.977,0.811,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,2,HIGH,78.2,0.782,0.665,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,2,MEDIUM,45.0,0.45,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,2,MEDIUM,68.8,0.688,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,2,HIGH,85.4,0.854,0.795,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,3,HIGH,74.4,0.744,0.775,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,3,HIGH,85.5,0.855,0.8,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,3,HIGH,87.8,0.878,0.796,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,3,MEDIUM,48.9,0.489,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,3,MEDIUM,68.7,0.687,0.629,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,3,HIGH,90.5,0.905,0.921,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,3,HIGH,89.2,0.892,0.807,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,3,HIGH,84.9,0.849,0.687,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,3,LOW,35.7,0.357,0.496,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,3,MEDIUM,47.4,0.474,0.719,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,3,MEDIUM,45.6,0.456,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,3,LOW,38.1,0.381,0.586,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,3,MEDIUM,62.9,0.629,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,3,MEDIUM,57.6,0.576,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,3,MEDIUM,59.5,0.595,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,3,HIGH,81.2,0.812,0.791,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,3,MEDIUM,63.9,0.639,0.67,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,3,MEDIUM,50.3,0.503,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,3,MEDIUM,67.6,0.676,0.591,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,3,HIGH,73.8,0.738,0.673,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,4,MEDIUM,66.4,0.664,0.595,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,4,HIGH,73.6,0.736,0.731,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,4,HIGH,70.3,0.703,0.763,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,4,MEDIUM,63.4,0.634,0.575,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,4,HIGH,100.0,1.0,0.91,1,0,April Season - New Year festivities,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,4,HIGH,71.9,0.719,0.647,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,4,HIGH,72.4,0.724,0.582,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,4,HIGH,75.0,0.75,0.658,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,4,HIGH,72.5,0.725,0.694,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,4,HIGH,75.0,0.75,0.663,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,4,MEDIUM,60.4,0.604,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,4,MEDIUM,60.8,0.608,0.731,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2030,4,MEDIUM,62.6,0.626,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2030,4,MEDIUM,53.1,0.531,0.642,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2030,4,MEDIUM,62.9,0.629,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2030,4,HIGH,70.6,0.706,0.742,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2030,4,MEDIUM,57.9,0.579,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2030,4,MEDIUM,47.7,0.477,0.551,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2030,4,MEDIUM,69.8,0.698,0.654,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2030,4,MEDIUM,60.5,0.605,0.572,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2030,5,MEDIUM,40.9,0.409,0.55,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2030,5,MEDIUM,45.0,0.45,0.36,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2030,5,MEDIUM,40.6,0.406,0.434,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2030,5,MEDIUM,49.8,0.498,0.647,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2030,5,MEDIUM,62.3,0.623,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2030,5,LOW,38.4,0.384,0.518,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2030,5,LOW,36.8,0.368,0.384,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2030,5,LOW,37.8,0.378,0.454,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2030,5,HIGH,92.5,0.925,0.819,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2030,5,HIGH,93.1,0.931,0.811,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2030,5,HIGH,90.4,0.904,0.787,1,0,Vesak Poya pilgrimage surge,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2030,5,HIGH,78.7,0.787,0.617,0,0,Vesak Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
